"Umsatz (ohne Soll/Haben-Kz)";"Gegenkonto (ohne BU-Schlüssel)";"BU-Schlüssel";"Buchungstext";"Beleglink"
"148.7511819";"Abrechnungsgrundpreis";"1000_ZFD_1P0_SIZE_00100KB.PDF"
"29.011816";"ESt classic";"1000_ZFD_1P0_SIZE_00100KB.PDF"
"1390.419811819";"DATEV-WEB-Dresser f. Kammern (Netz)";"1000_ZFD_1P0_SIZE_00100KB.PDF"
"25.275611819";"DATEVnet Plus Einzelplatz";"1000_ZFD_1P0_SIZE_00100KB.PDF"
"11.911819";"Lohn-Archiv Jahres-CD Erstabruf";"1000_ZFD_1P0_SIZE_00100KB.PDF"
"6.66411819";"DATEVasp Verb.-Geb.Telearbeitsplatz";"1000_ZFD_1P0_SIZE_00100KB.PDF"
"0.011816";"Sem.OPOS Neueinst.2Tage";"1000_ZFD_1P0_SIZE_00100KB.PDF"
"297.511819";"Abrechnungsgrundpreis";"1000_ZFD_1P0_SIZE_00100KB.PDF"
"119.011819";"Druck-Einzelleistung";"1000_ZFD_1P0_SIZE_00100KB.PDF"
"1.1611816";"Abrechnungsgrundpreis";"1000_ZFD_1P0_SIZE_00100KB.PDF"
"290.5800211816";"DATEVnet Plus Netz";"1000_ZFD_1P0_SIZE_00100KB.PDF"
"29.5811816";"Miete m DATEVnet Einzelp";"1000_ZFD_1P0_SIZE_00100KB.PDF"
"53.3611816";"DATEVnet Netz";"1000_ZFD_1P0_SIZE_00100KB.PDF"
"29.5811816";"DATEVnet Einzelplatz WBS";"1000_ZFD_1P0_SIZE_00100KB.PDF"
"11.0211816";"Handbuch FIBU II m.Ordner";"1000_ZFD_1P0_SIZE_00100KB.PDF"
"148.7511819";"Abrechnungsgrundpreis";"1000_ZFD_1P0_SIZE_00100KB.PDF"
"3.33211819";"DATEV online-Gebühr";"1000_ZFD_1P0_SIZE_00100KB.PDF"
"2.3211816";"Rechnungsein-/ ausgangbuch Int.";"1000_ZFD_1P0_SIZE_00100KB.PDF"
"59.511819";"Mandantengrundgebühr ANLAG";"1000_ZFD_1P0_SIZE_00100KB.PDF"
"4.175999611816";"LOVOR Internet";"1000_ZFD_1P0_SIZE_00100KB.PDF"
"29.011816";"ESt classic";"1000_ZFD_1P0_SIZE_00100KB.PDF"
"12.431180";"PI 3/2 Gebühr Kammer e:secure Erst";"1000_ZFD_1P0_SIZE_00100KB.PDF"
"2.356211819";"Abrechnungsgrundpreis";"1000_ZFD_1P0_SIZE_00100KB.PDF"
"74.25600411819";"Druck-Einzelleistung";"1000_ZFD_1P0_SIZE_00100KB.PDF"
"1.118611819";"Abrechnungsgrundpreis";"1000_ZFD_1P0_SIZE_00100KB.PDF"
"17.8511819";"Druck-Einzelleistung";"1000_ZFD_1P0_SIZE_00100KB.PDF"
"0.63811816";"Auftragsvers. an AN Porto 20g(LOHN)";"1000_ZFD_1P0_SIZE_00100KB.PDF"
"0.011819";"1 - 250 Arbeitnehmer";"1000_ZFD_1P0_SIZE_00100KB.PDF"
"17.8511819";"251 - 500 Arbeitnehmer";"1000_ZFD_1P0_SIZE_00100KB.PDF"
"0.011819";"1 - 250 Arbeitnehmer";"1000_ZFD_1P0_SIZE_00100KB.PDF"
"17.8511819";"251 - 500 Arbeitnehmer";"1000_ZFD_1P0_SIZE_00100KB.PDF"
"0.011819";"1 - 250 Arbeitnehmer";"1000_ZFD_1P0_SIZE_00100KB.PDF"
"17.8511819";"251 - 500 Arbeitnehmer";"1000_ZFD_1P0_SIZE_00100KB.PDF"
"1012.92811819";"Furnier Eiche 200 cm Länge";"9_Test-ZUGFeRD-AR-TEST_KV_Betrag.pdf"
"778.2611819";"Furnier Eiche 150 cm Länge";"9_Test-ZUGFeRD-AR-TEST_KV_Betrag.pdf"
"2380.011819";"Furnier Eiche 100 cm Länge";"9_Test-ZUGFeRD-AR-TEST_KV_Betrag.pdf"
"2070.611819";"Furnier Eiche 50 cm Länge";"9_Test-ZUGFeRD-AR-TEST_KV_Betrag.pdf"
"1012.92811819";"Furnier Eiche 200 cm Länge";"9_Test-ZUGFeRD-ER-TEST_KV_Betrag.pdf"
